id,predicted_price
2591820310,388032.3010742881
7974200820,781218.0359183138
7701450110,1139694.2207778238
9522300010,2049002.8113010358
9510861140,713023.3086019555
1761300310,254137.798223314
7732410120,747755.0944537392
7010701383,629385.4552343336
291310170,413270.4357627011
4232901990,534098.7190536768
6840701125,649527.3069889308
3971700580,426828.48123980203
4202400078,251057.49055376972
6064800090,381864.13510793785
2626119028,238411.48696683746
3303980660,947330.179725095
862000020,618091.3826873833
2386000070,981877.0994815477
1138000450,364457.8986813526
1775800420,448459.8884390432
2291401425,405956.90546287195
2025770560,871108.1881083974
3525069037,711182.7392543085
9324800450,597297.5416663011
8080400136,548653.2572117544
8651540040,550021.3990295025
9407001790,246552.8053930201
1773101530,208757.87964683544
9432900250,345895.40309015906
1794500695,596844.1564766049
2220069003,356062.47941353335
923000120,519611.46444736613
5728000060,579145.1820719376
16000200,241998.29965415355
1926059094,457419.5771622776
6672900220,886611.5607859937
3629860060,912688.8966166294
1822069109,402598.58987901884
6675500105,367085.90788385563
249000180,1523251.1804191521
226059065,467717.6217999747
396100110,280448.4174123445
9264450460,322583.47598120995
7853361210,345168.0315018797
9474700020,253179.35321304057
421000455,241560.44855606105
3755200220,425397.49038142094
7960100075,514445.49463835085
9477100490,409390.9336005505
9138100350,760336.7302432429
1624049275,480964.5379363264
2770606890,506423.9245182827
1157200189,432366.4414757512
2770601800,541338.5333368522
9301300805,499186.6039868483
2325069032,1259552.5589737834
1021079099,306042.1034166627
7215730040,759100.8963622369
1853200080,493430.5781907582
3224600340,703486.2921443961
3222049120,386520.43104267586
2113700025,298706.2494586605
7893207925,206052.43090075435
3586501085,532779.9443895874
8024200010,381180.6749448874
7116500705,188012.58835209074
1598600209,312915.28538519016
7204200025,951390.3128642268
4206901505,531487.3832057152
2937300440,886386.516996863
7205000180,319927.42761012615
8718500665,369675.89990637405
5318101765,734152.5865096523
4122700020,734114.2615898394
8078700020,530930.3645929559
3303980680,913629.8773162276
8924100372,1149912.162891657
2781270210,214394.113144039
519000043,528849.9145019831
3225069301,1501704.0758855613
151000075,693297.5327692113
2297400020,437695.2660155865
6617500085,694105.3878150585
104510180,228113.21560256204
3528900060,877419.9202458076
3345100286,559827.3200502777
1226039130,425893.77612883574
8712100720,706852.2386615444
3037200010,407306.988009974
3626039268,411580.27918506175
104510230,233338.69155570513
5112800060,405116.37839860097
6072400280,627915.5585782401
5317100570,1027874.6336126962
9528102993,504898.23807359394
2919201095,499655.0509637106
6181400920,276968.82127278263
185000161,255833.20758793326
8691400010,745410.1660530359
3345700165,542025.8240990294
6151800486,208941.86915665254
4340000080,1012968.4176472031
4136960010,646859.2413654695
3634100030,353102.262937995
1624059224,1066079.3226721007
2788400090,280484.131888027
9828200762,460688.64974577486
7524400250,549831.9950475232
3528000290,782314.6907943537
5700003630,2083155.2117776412
2720069019,303284.56985594693
7227501170,231167.1390838518
2397101270,577459.412888393
6792100090,708471.2088590562
2770602265,584036.835240923
3971700937,290519.4982715343
422049203,229968.67563341506
3076500830,282840.3478489526
1423400260,310059.6584838596
9161100795,481951.3536032974
3126049052,515065.7649512836
5100401468,363763.05273390695
514500235,430930.80894280015
1423200170,201472.48411037138
1402100070,405312.28380713507
624110020,677784.3336283381
2407000145,212001.98967978303
1890000225,739371.6727148033
1320069271,296480.0057423683
5490700085,353741.1561876802
263000155,451469.191705716
3726800201,496279.6145776363
5153200358,311663.91321946314
2725079018,832879.9116180261
7165700200,263953.54061095056
9429000170,591930.1584330928
8718500075,355667.17509023804
1760650950,321204.3888724145
1068000559,1410585.9692009958
4113800500,664544.2769815892
4077800507,533790.0195853792
2725069150,789759.3050991821
4008400035,728888.9508712231
7016310270,427463.2926918682
1432701230,226471.96743522678
3278606050,392424.5359593745
2473350710,407940.27226202236
2185000685,181367.76501370466
7792000025,423602.32273247483
6868200029,516001.91008201544
624069003,801762.0465399657
7431500280,825713.0268200202
3296000040,568738.9050452735
1118001215,1395428.9097366529
6453900040,735326.6130844927
333100209,816212.5586031837
34001765,583023.6572249607
8946700100,397988.4957962043
5561401210,572464.9013327213
6671900095,356958.7005178627
3275850020,707948.6111771059
3876300600,401719.1238752628
1450900020,261288.02665650556
8562780280,287703.0054509321
7663700973,311554.54049496114
2126049032,380414.81007733755
1823059159,183916.25307227587
3438503426,312606.95099331456
9297301495,514105.80286739
7140700850,381590.36904300726
7942601805,678269.0332323771
2555900030,370197.4863031331
2887970040,274050.85667845875
7419700010,685649.8968639954
2239000011,374631.73845504166
9283800050,288642.89216457016
9407001340,275438.4052779453
217500140,591132.992885832
7212660520,250706.25636313233
3298201170,365746.3360270118
3057000400,275800.9356266505
6865200444,470424.4581371911
6071600340,502014.1377633718
6821600005,779927.4067359323
1235100371,690497.1339528821
7796450340,342195.7607525776
3603000410,187556.81536170578
9297300255,537390.1511107867
9126100850,535986.0134572499
2770601462,584152.6593733178
2599001500,221826.98669892724
1102000095,718115.6247360155
1853080640,994368.0571612511
9551201585,953783.522783386
3438500796,322801.28136386344
7518504291,555594.7957310725
9269200340,430637.32875411084
715010130,1469865.6512513608
1982201485,632699.6116376921
9526500080,397538.44051632483
9277200180,470202.29136094614
6669150280,312452.59397729125
8917100153,612084.1883529038
3760500516,1105084.92958882
2725069050,986374.7264833731
3332000091,291339.35299780424
8562770080,586423.2462976079
